"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2010","2010",4385,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2011","2011",3974,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2012","2012",3624,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2013","2013",3706,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2014","2014",3897,"B","Break"
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2015","2015",4110,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2016","2016",4140,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2017","2017",4423,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2018","2018",4386,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2019","2019",4572,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2020","2020",3268,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","PRT","Portugal","2021","2021",3652,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2010","2010",1495,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2011","2011",1307,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2012","2012",1191,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2013","2013",1166,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2014","2014",1221,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2015","2015",1245,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2016","2016",1272,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2017","2017",1261,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2018","2018",1266,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2019","2019",1201,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SVK","Slovak Republic","2020","2020",982,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2010","2010",2586,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2011","2011",2475,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2012","2012",2479,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2013","2013",2678,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2014","2014",2725.9,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2015","2015",2897.1,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2016","2016",3022.4,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2017","2017",2990.5,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2018","2018",2966.2,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2019","2019",2958.4,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2020","2020",1996.8,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","ESP","Spain","2021","2021",2481.6,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2010","2010",2485,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2011","2011",2366,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2012","2012",2398,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2013","2013",2127,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2014","2014",1826.1,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2015","2015",2020.3,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2016","2016",1894.2,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2017","2017",1971,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2018","2018",1842.8,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2019","2019",1738.5,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2020","2020",1499.1,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","SWE","Sweden","2021","2021",1450.4,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2010","2010",3097,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2011","2011",2937,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2012","2012",2778,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2013","2013",2643,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2014","2014",2628,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2015","2015",2600,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2016","2016",2555,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2017","2017",2534,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2018","2018",2564,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2019","2019",2482,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2020","2020",2292,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CHE","Switzerland","2021","2021",2290,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2010","2010",2869,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2011","2011",3186,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2012","2012",3545,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2013","2013",3585,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2014","2014",3669,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2015","2015",3866,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2016","2016",3806,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2017","2017",3717,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2018","2018",3744,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2019","2019",3406,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2020","2020",2706,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","TUR","Türkiye","2021","2021",3243,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2010","2010",3437,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2011","2011",3330,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2012","2012",3185,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2013","2013",2981,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2014","2014",3127,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2015","2015",2981,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2016","2016",2881,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2017","2017",2700,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2018","2018",2521,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2019","2019",2399,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2020","2020",1701,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","GBR","United Kingdom","2021","2021",1914,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","USA","United States","2010","2010",7254,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","USA","United States","2011","2011",7130,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","USA","United States","2012","2012",7526,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","USA","United States","2013","2013",7312,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","USA","United States","2014","2014",7333,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","USA","United States","2015","2015",7673,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","USA","United States","2016","2016",9504,,
